contrato;odi;uf;municipio
ECM 001/2020;CL1917442BJR120002;PA;PRAINHA
ECM 001/2020;PA2000512BJR120001I;PA;PRAINHA
ECM 001/2020;PA2000512BJR120002I;PA;PRAINHA
ECM 001/2020;PA2000512BJR120003I;PA;PRAINHA
ECM 001/2020;PA2100512LPT140001I;PA;PRAINHA
ECM 001/2020;PA2100512LPT140002I;PA;PRAINHA
ECM 001/2020;PA2100512LPT140003I;PA;PRAINHA
ECM 002/2021;210001;AM;MANACAPURU
ECM 002/2021;210002;AM;MANACAPURU
ECM 002/2021;210003;AM;MANACAPURU
ECM 003/2021;PA2112012MLA110002I;PA;PORTEL
ECM 003/2021;PA2112012MLA110003I;PA;PORTEL
ECM 003/2021;PA2112012MLA110004I;PA;PORTEL
ECM 003/2021;PA2112012MLA110005I;PA;PORTEL
ECM 003/2021;PA2112012MLA110006I;PA;MELGACO
ECM 003/2021;PA2112012MLA110007I;PA;PORTEL
ECM 003/2021;PA2112012MLA110008I;PA;PORTEL
ECM 003/2021;PA2112012MLA110009I;PA;MELGACO
ECM 003/2021;PA2112012MLA110010I;PA;PORTEL
ECM 003/2021;PA2112012MLA110011I;PA;PORTEL
ECM 003/2021;PA2112012MLA110012I;PA;CURRALINHO
ECM 003/2021;PA2112012MLA110014I;PA;PORTEL
ECM 003/2021;PA2112012MLA110015I;PA;PORTEL
ECM 003/2021;PA2112012MLA110016I;PA;PORTEL
ECM 003/2021;PA2112012MLA110017I;PA;PORTEL
ECM 003/2021;PA2112012MLA110018I;PA;PORTEL
ECM 003/2021;PA2112012MLA110019I;PA;PORTEL
ECM 003/2021;PA2112012MLA110020I;PA;PORTEL
ECM 003/2021;PA2112012MLA110021I;PA;PORTEL
ECM 003/2021;PA2112012MLA110022I;PA;PORTEL
ECM 003/2021;PA2112012MLA110023I;PA;PORTEL
ECM 003/2021;PA2112012MLA110024I;PA;PORTEL
ECM 003/2021;PA2112012MLA110025I;PA;PORTEL
ECM 003/2021;PA2112012MLA110026I;PA;PORTEL
ECM 003/2021;PA2112012MLA110027I;PA;PORTEL
ECM 003/2021;PA2112012MLA110028I;PA;PORTEL
ECM 003/2021;PA2112012MLA110029I;PA;PORTEL
ECM 003/2021;PA2112012MLA110030I;PA;MELGACO
ECM 003/2021;PA2200512MAZ110007I;PA;PORTEL
ECM 003/2021;PA2212012MLA110002I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110003I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110004I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110005I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110006I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110007I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110008I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110009I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110010I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110011I;PA;PORTEL
ECM 003/2021;PA2212012MLA110012I;PA;PORTEL
ECM 003/2021;PA2212012MLA110013I;PA;PORTEL
ECM 003/2021;PA2212012MLA110014I;PA;PORTEL
ECM 003/2021;PA2212012MLA110015I;PA;PORTEL
ECM 003/2021;PA2212012MLA110016I;PA;PORTEL
ECM 003/2021;PA2212012MLA110017I;PA;PORTEL
ECM 003/2021;PA2212012MLA110018I;PA;PORTEL
ECM 003/2021;PA2212012MLA110019I;PA;PORTEL
ECM 003/2021;PA2212012MLA110020I;PA;PORTEL
ECM 003/2021;PA2212012MLA110021I;PA;MELGACO
ECM 003/2021;PA2212012MLA110022I;PA;PORTEL
ECM 003/2021;PA2212012MLA110023I;PA;PORTEL
ECM 003/2021;PA2212012MLA110024I;PA;PORTEL
ECM 003/2021;PA2212012MLA110025I;PA;PORTEL
ECM 003/2021;PA2212012MLA110026I;PA;PORTEL
ECM 003/2021;PA2212012MLA110027I;PA;PORTEL
ECM 003/2021;PA2212012MLA110028I;PA;PORTEL
ECM 003/2021;PA2212012MLA110029I;PA;PORTEL
ECM 003/2021;PA2212012MLA110030I;PA;PORTEL
ECM 003/2021;PA2212012MLA110031I;PA;PORTEL
ECM 003/2021;PA2212012MLA110032I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110033I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110034I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110035I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110036I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110037I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110038I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110039I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110040I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110041I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110042I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110043I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110044I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110045I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110046I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110047I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110048I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110049I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110050I;PA;MELGACO
ECM 003/2021;PA2212012MLA110051I;PA;MELGACO
ECM 003/2021;PA2212012MLA110052I;PA;MELGACO
ECM 003/2021;PA2212012MLA110053I;PA;MELGACO
ECM 003/2021;PA2212012MLA110054I;PA;MELGACO
ECM 003/2021;PA2212012MLA110055I;PA;MELGACO
ECM 003/2021;PA2212012MLA110056I;PA;MELGACO
ECM 003/2021;PA2212012MLA110057I;PA;MELGACO
ECM 003/2021;PA2212012MLA110058I;PA;PORTEL
ECM 003/2021;PA2212012MLA110059I;PA;PORTEL
ECM 003/2021;PA2212012MLA110060I;PA;PORTEL
ECM 003/2021;PA2212012MLA110061I;PA;PORTEL
ECM 003/2021;PA2212012MLA110062I;PA;PORTEL
ECM 003/2021;PA2212012MLA110063I;PA;PORTEL
ECM 003/2021;PA2212012MLA110064I;PA;MELGACO
ECM 003/2021;PA2212012MLA110065I;PA;MELGACO
ECM 003/2021;PA2212012MLA110066I;PA;MELGACO
ECM 003/2021;PA2212012MLA110067I;PA;MELGACO
ECM 003/2021;PA2212012MLA110068I;PA;PORTEL
ECM 003/2021;PA2212012MLA110069I;PA;PORTEL
ECM 003/2021;PA2212012MLA110070I;PA;PORTEL
ECM 003/2021;PA2212012MLA110071I;PA;PORTEL
ECM 003/2021;PA2212012MLA110072I;PA;PORTEL
ECM 003/2021;PA2212012MLA110073I;PA;PORTEL
ECM 003/2021;PA2212012MLA110074I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110075I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110076I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110077I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110078I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110079I;PA;CURRALINHO
ECM 003/2021;PA2212012MLA110080I;PA;MELGACO
ECM 003/2021;PA2212012MLA110081I;PA;MELGACO
ECM 003/2021;PA2212012MLA110082I;PA;MELGACO
ECM 003/2021;PA2212012MLA110083I;PA;PORTEL
ECM 003/2021;PA2212012MLA110084I;PA;PORTEL
ECM 003/2021;PA2212012MLA110085I;PA;PORTEL
ECM 003/2021;PA2212012MLA110086I;PA;PORTEL
ECM 003/2021;PA2212012MLA110087I;PA;PORTEL
ECM 003/2021;PA2212012MLA110088I;PA;PORTEL
ECM 003/2021;PA2212012MLA110089I;PA;PORTEL
ECM 003/2021;PA2212012MLA110090I;PA;PORTEL
ECM 003/2021;PA2212012MLA110091I;PA;PORTEL
ECM 003/2021;PA2212012MLA110092I;PA;PORTEL
ECM 003/2021;PA2212012MLA110093I;PA;MELGACO
ECM 003/2021;PA2212012MLA110094I;PA;CURRALINHO
ECM 004/2021;MLA236000;RR;RORAINOPOLIS
ECM 004/2021;MLA236001;RR;RORAINOPOLIS
ECM 004/2021;MLA236002;RR;ALTO ALEGRE
ECM 004/2021;MLA236003;RR;AMAJARI
ECM 004/2021;MLA236004;RR;RORAINOPOLIS
ECM 004/2021;MLA236005;RR;IRACEMA
ECM 004/2021;MLA236007;RR;RORAINOPOLIS
ECM 004/2021;MLA236008;RR;RORAINOPOLIS
ECM 004/2021;MLA236009;RR;RORAINOPOLIS
ECM 004/2021;MLA236010;RR;RORAINOPOLIS
ECM 004/2021;MLA236011;RR;RORAINOPOLIS
ECM 004/2021;MLA236012P1;RR;CARACARAI
ECM 004/2021;MLA236012P2;RR;CARACARAI
ECM 004/2021;MLA236013P1;RR;RORAINOPOLIS
ECM 004/2021;MLA236014P1;RR;CARACARAI
ECM 004/2021;MLA236014P2;RR;CARACARAI
ECM 004/2021;MLA236014P3;RR;CARACARAI
ECM 004/2021;MLA236015P1;RR;RORAINOPOLIS
ECM 004/2021;MLA236015P2;RR;RORAINOPOLIS
ECM 004/2021;MLA236016P1;RR;CARACARAI
ECM 004/2021;MLA236016P2;RR;CARACARAI
ECM 004/2021;MLA236017P1;RR;CARACARAI
ECM 004/2021;MLA236017P2;RR;CARACARAI
ECM 004/2021;MLA236017P3;RR;CARACARAI
ECM 004/2021;MLA236017P4;RR;CARACARAI
ECM 004/2021;MLA236018P1;RR;CARACARAI
ECM 004/2021;MLA236018P2;RR;CARACARAI
ECM 004/2021;MLA236019;RR;CARACARAI
ECM 004/2021;MLA236020;RR;CARACARAI
ECM 004/2021;MLA236021P1;RR;CARACARAI
ECM 004/2021;MLA236021P2;RR;CARACARAI
ECM 004/2021;MLA236021P3;RR;CARACARAI
ECM 004/2021;MLA236021P4;RR;CARACARAI
ECM 004/2021;MLA236021P5;RR;CARACARAI
ECM 004/2021;MLA246000;RR;RORAINOPOLIS
ECM 004/2021;MLA246001;RR;CARACARAI
ECM 004/2021;MLA246002;RR;CARACARAI
ECM 004/2021;MLA246003;RR;CARACARAI
ECM 004/2021;MLA246004;RR;CARACARAI
ECM 004/2021;MLA246005;RR;RORAINOPOLIS
ECM 004/2021;MLA246006;RR;RORAINOPOLIS
ECM 004/2021;MLA246007;RR;CARACARAI
ECM 004/2021;MLA246008;RR;CARACARAI
ECM 004/2021;MLA246009;RR;RORAINOPOLIS
ECM 004/2021;MLA246010;RR;CARACARAI
ECM 004/2021;MLA246011;RR;RORAINOPOLIS
ECM 004/2021;MLA246012;RR;CARACARAI
ECM 004/2021;MLA246013;RR;ALTO ALEGRE
ECM 004/2021;MLA246014;RR;CARACARAI
ECM 004/2021;MLA246015;RR;ALTO ALEGRE
ECM 004/2021;MLA246016;RR;ALTO ALEGRE
ECM 004/2021;MLA246017;RR;ALTO ALEGRE
ECM 004/2021;MLA246018;RR;IRACEMA
ECM 004/2021;MLA246019;RR;AMAJARI
ECM 004/2021;MLA246020;RR;AMAJARI
ECM 004/2021;MLA246021;RR;RORAINOPOLIS
ECM 004/2021;MLA246022;RR;CARACARAI
ECM 004/2021;MLA246023;RR;ALTO ALEGRE
ECM 004/2021;MLA246024;RR;ALTO ALEGRE
ECM 004/2021;MLA246025;RR;ALTO ALEGRE
ECM 004/2021;MLA246026;RR;AMAJARI
ECM 004/2021;MLA246027;RR;MUCAJAI
ECM 004/2021;MLA246028;RR;ALTO ALEGRE
ECM 004/2021;MLA246029;RR;CARACARAI
ECM 004/2021;MLA246030;RR;CARACARAI
ECM 004/2021;MLA246031;RR;CARACARAI
ECM 004/2021;MLA246032;RR;RORAINOPOLIS
ECM 004/2021;MLA256000;RR;RORAINOPOLIS
ECM 004/2021;MLA256001;RR;RORAINOPOLIS
ECM 004/2021;MLA256002;RR;RORAINOPOLIS
ECM 004/2021;MLA256003;RR;RORAINOPOLIS
ECM 004/2021;MLA256004;RR;CARACARAI
ECM 004/2021;MLA256005;RR;CARACARAI
ECM 004/2021;MLA256006;RR;CARACARAI
ECM 004/2021;MLA256007;RR;RORAINOPOLIS
ECM 005/2021;MA2200812MLA150002I;MA;CURURUPU
ECM 005/2021;MA2300812MLA110103I;MA;MORROS
ECM 005/2021;MA2300812MLA120002I;MA;FORMOSA DA SERRA NEGRA
ECM 005/2021;MA2300812MLA120003I;MA;FORTALEZA DOS NOGUEIRAS
ECM 005/2021;MA2300812MLA120004I;MA;GRAJAU
ECM 005/2021;MA2300812MLA120006I;MA;MIRADOR
ECM 005/2021;MA2300812MLA120009I;MA;PASTOS BONS
ECM 005/2021;MA2300812MLA120010I;MA;PASTOS BONS
ECM 005/2021;MA2300812MLA120032I;MA;NOVA IORQUE
ECM 005/2021;MA2300812MLA130002I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130003I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130004I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130006I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130008I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130011I;MA;CAROLINA
ECM 005/2021;MA2300812MLA130015I;MA;BACABAL
ECM 005/2021;MA2300812MLA130016I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130018I;MA;GOVERNADOR LUIZ ROCHA
ECM 005/2021;MA2300812MLA130019I;MA;ITAPECURU MIRIM
ECM 005/2021;MA2300812MLA130020I;MA;SAO DOMINGOS DO MARANHAO
ECM 005/2021;MA2300812MLA130021I;MA;BARRA DO CORDA
ECM 005/2021;MA2300812MLA130022I;MA;JENIPAPO DOS VIEIRAS
ECM 005/2021;MA2300812MLA140002I;MA;ARAME
ECM 005/2021;MA2300812MLA140008I;MA;GRAJAU
ECM 005/2021;MA2300812MLA140010I;MA;ARAME
ECM 005/2021;MA2300812MLA140011I;MA;ARAME
ECM 005/2021;MA2300812MLA140015I;MA;GRAJAU
ECM 005/2021;MA2300812MLA140016I;MA;GRAJAU
ECM 005/2021;MA2300812MLA140017I;MA;AMARANTE DO MARANHAO
ECM 005/2021;MA2300812MLA140021I;MA;ALTO PARNAIBA
ECM 005/2021;MA2300812MLA140022I;MA;AMARANTE DO MARANHAO
ECM 005/2021;MA2300812MLA140023I;MA;ARAME
ECM 005/2021;MA2300812MLA140026I;MA;ARAME
ECM 005/2021;MA2300812MLA140027I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140028I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140029I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140030I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140031I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140032I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140033I;MA;GRAJAU
ECM 005/2021;MA2300812MLA140034I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140035I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140036I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140037I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140038I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140039I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140040I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140041I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140042I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140043I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140044I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140045I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140046I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140048I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140050I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140053I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140054I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140055I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140059I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140063I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140064I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140065I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140066I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140068I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140071I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140075I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140077I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140081I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140086I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140087I;MA;BALSAS
ECM 005/2021;MA2300812MLA140088I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140089I;MA;FEIRA NOVA DO MARANHAO
ECM 005/2021;MA2300812MLA140090I;MA;FORTALEZA DOS NOGUEIRAS
ECM 005/2021;MA2300812MLA140091I;MA;GRAJAU
ECM 005/2021;MA2300812MLA140092I;MA;RIACHAO
ECM 005/2021;MA2300812MLA140093I;MA;TASSO FRAGOSO
ECM 005/2021;MA2300812MLA140094I;MA;BALSAS
ECM 005/2021;MA2300812MLA140095I;MA;CAROLINA
ECM 005/2021;MA2300812MLA140100I;MA;CAROLINA
ECM 005/2021;MA2300812MLA150002I;MA;APICUM-ACU
ECM 005/2021;MA2300812MLA150003I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150004I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150005I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150006I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150007I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150009I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150010I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150011I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150012I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150013I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150014I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150015I;MA;TURIACU
ECM 005/2021;MA2300812MLA150016I;MA;CANDIDO MENDES
ECM 005/2021;MA2300812MLA150017I;MA;LUIS DOMINGUES
ECM 005/2021;MA2300812MLA150018I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150019I;MA;ALCANTARA
ECM 005/2021;MA2300812MLA150020I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150021I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150022I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150023I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150024I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150025I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150026I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150027I;MA;CANDIDO MENDES
ECM 005/2021;MA2300812MLA150028I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150029I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150030I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150031I;MA;CURURUPU
ECM 005/2021;MA2300812MLA150032I;MA;CURURUPU
